inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,1.4142135623730951,1.0,1.4142135623730951,2.414213562373095,3.414213562373095,4.414213562373095,5.414213562373095,6.414213562373095,7.414213562373095,8.414213562373096,9.414213562373096,10.414213562373096,11.414213562373096,12.414213562373096,13.414213562373096,14.414213562373096,15.414213562373096,16.414213562373096,17.414213562373096,inf,24.48528137423857,24.899494936611667,25.313708498984763,25.72792206135786,26.72792206135786,27.72792206135786,28.72792206135786,inf,39.31370849898476,38.31370849898476,37.31370849898476,36.89949493661167,37.31370849898476,inf
inf,1.0,0,1.0,2.0,inf,4.82842712474619,5.82842712474619,6.82842712474619,7.82842712474619,8.82842712474619,9.82842712474619,inf,11.828427124746192,inf,13.828427124746192,14.828427124746192,15.828427124746192,16.82842712474619,17.82842712474619,inf,23.48528137423857,23.899494936611667,24.313708498984763,25.313708498984763,26.313708498984763,27.313708498984763,28.313708498984763,inf,39.72792206135785,38.72792206135785,inf,35.89949493661167,36.31370849898476,inf
inf,1.4142135623730951,1.0,1.4142135623730951,2.414213562373095,inf,5.82842712474619,6.242640687119285,7.242640687119285,8.242640687119284,9.242640687119284,10.242640687119284,11.242640687119284,12.242640687119284,inf,inf,inf,inf,inf,inf,inf,22.48528137423857,22.899494936611667,23.899494936611667,24.899494936611667,25.899494936611667,26.899494936611667,27.899494936611667,inf,40.142135623730944,39.72792206135785,inf,34.89949493661167,35.31370849898476,inf
inf,inf,inf,inf,inf,inf,6.82842712474619,7.242640687119285,7.65685424949238,8.65685424949238,9.65685424949238,10.65685424949238,11.65685424949238,12.65685424949238,13.65685424949238,14.65685424949238,15.65685424949238,16.65685424949238,17.65685424949238,18.65685424949238,inf,21.48528137423857,22.48528137423857,23.48528137423857,24.48528137423857,25.48528137423857,26.48528137423857,27.48528137423857,inf,inf,40.72792206135785,inf,33.89949493661167,34.31370849898476,inf
inf,12.242640687119286,11.242640687119286,10.242640687119286,9.242640687119286,8.242640687119286,7.82842712474619,8.242640687119284,inf,9.071067811865476,10.071067811865476,11.071067811865476,12.071067811865476,13.071067811865476,inf,inf,16.071067811865476,inf,18.071067811865476,inf,20.071067811865476,21.071067811865476,22.071067811865476,23.071067811865476,24.071067811865476,25.071067811865476,26.071067811865476,27.071067811865476,28.071067811865476,inf,inf,inf,32.89949493661167,inf,inf
inf,12.656854249492381,11.656854249492381,10.656854249492381,9.656854249492381,9.242640687119286,8.82842712474619,9.242640687119284,inf,10.071067811865476,10.485281374238571,inf,inf,13.485281374238571,14.485281374238571,15.485281374238571,16.48528137423857,inf,inf,19.48528137423857,20.48528137423857,inf,inf,inf,inf,inf,inf,inf,inf,29.48528137423857,30.48528137423857,31.48528137423857,32.48528137423857,33.48528137423857,inf
inf,13.071067811865477,12.071067811865477,11.071067811865477,inf,inf,inf,inf,inf,11.071067811865476,11.485281374238571,11.899494936611667,12.899494936611667,13.899494936611667,14.899494936611667,15.899494936611667,16.899494936611667,inf,19.72792206135786,20.48528137423857,20.899494936611667,inf,inf,inf,inf,inf,inf,inf,inf,30.48528137423857,30.899494936611667,31.899494936611667,32.89949493661167,33.89949493661166,inf
inf,13.485281374238573,12.485281374238573,inf,inf,16.313708498984763,17.313708498984763,18.313708498984763,inf,12.071067811865476,12.485281374238571,12.899494936611667,13.313708498984763,14.313708498984763,15.313708498984763,16.313708498984763,17.313708498984763,18.313708498984763,19.313708498984763,20.313708498984763,21.313708498984763,inf,inf,inf,inf,inf,inf,inf,inf,inf,31.899494936611667,32.31370849898476,33.31370849898476,34.31370849898476,inf
inf,13.899494936611669,13.485281374238573,13.899494936611669,14.899494936611669,15.899494936611669,16.899494936611667,17.899494936611667,inf,13.071067811865476,13.485281374238571,13.899494936611667,14.313708498984763,14.727922061357859,15.727922061357859,16.72792206135786,17.72792206135786,18.72792206135786,19.72792206135786,20.72792206135786,21.72792206135786,inf,inf,inf,inf,inf,inf,inf,inf,inf,32.89949493661167,33.31370849898476,33.72792206135785,34.72792206135785,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
